PCP,TMPMX,TMPMN,SOLAR,RH,WIND,DewTmp
13.771,18.151,-2.702,12,0.789,6.679,
0,2.85,-6.11,13.184,0.488,5.092,
0,8.074,-3.293,10.97,0.505,3.119,
1.181,8.813,3.381,3.709,0.857,2.734,
0.762,10.758,3.54,11.543,0.854,4.054,
0,15.27,0.52,12.864,0.831,1.585,
0.467,11.977,5.19,3.921,0.849,4.591,
0.882,16.53,11.511,6.649,0.902,2.568,
1.658,19.555,13.04,3.337,0.912,4.589,
0.772,20.79,15.624,6.54,0.873,4.685,
21.489,18.328,1.442,3.004,0.919,5.971,
1.912,1.697,-0.683,1.587,0.901,4.402,
1.234,1.455,-2.419,7.293,0.839,5.238,
0.007,5.211,-6.028,12.637,0.501,3.113,
0,8.637,-2.706,12.911,0.588,3.087,
0,10.722,-1.789,12.23,0.717,1.95,
0,12.275,-0.475,12.392,0.841,1.617,
0.309,5.809,2.289,4.642,0.874,3.283,
0.055,7.774,-1.986,10.716,0.847,2.458,
0,5.806,-1.29,9.505,0.777,3.2,
0.01,11.327,-0.516,11.986,0.767,1.527,
0.436,11.298,4.915,3.636,0.927,4.226,
0.062,14.269,4.197,11.288,0.867,3.041,
0.079,9.477,5.009,5.945,0.761,5.016,
0.007,3.273,-4.438,7.518,0.482,4.849,
0,9.734,-4.436,12.162,0.426,4.707,
0.618,10.375,3.753,6.347,0.925,2.86,
0.003,10.813,0.914,11.852,0.739,2.964,
0,12.818,0.155,12.5,0.768,1.527,
0.862,12.821,5.464,3.932,0.91,4.508,
1.473,15.652,7.774,9.753,0.815,6.464,
0,10.632,1.708,11.051,0.694,2.67,
0,14.462,2.603,12.47,0.731,3.618,
0,13.335,3.254,12.275,0.685,2.279,
0.117,12.102,5.876,12.711,0.709,4.527,
0,7.461,-2.051,13.459,0.603,3.655,
0.927,10.145,0.451,8.124,0.672,4.459,
1.878,8.595,4.064,2.712,0.912,5.316,
0.034,4.243,-2.711,6.083,0.582,4.558,
0.048,7.836,-2.522,11.906,0.593,1.904,
0,11.749,0.113,13.32,0.5,2.2,
0,13.592,-0.526,13.517,0.737,2.867,
0,15.387,4.324,13.2,0.609,3.523,
0,12.475,2.424,13.611,0.578,3.276,
0,17.084,4.915,13.694,0.555,3.594,
0,17.26,5.655,12.078,0.75,2.681,
0.398,15.835,9.732,4.13,0.857,5.073,
2.252,18.7,12.542,8.79,0.872,3.705,
0.814,14.287,11.947,3.749,0.921,2.977,
0.113,15.809,5.5,12.54,0.691,2.318,
0,21.629,6.653,13.985,0.65,3.062,
0,21.661,12.475,13.743,0.751,6.418,
0,16.546,4.188,13.985,0.584,5.431,
0,11.534,0.408,14.281,0.703,2.76,
1.693,10.545,4.931,2.66,0.811,4.673,
1.191,14.067,6.905,9.059,0.87,3.462,
0.192,9.637,2.176,14.579,0.605,5.32,
0,4.757,-4.165,15.055,0.379,4.09,
0,16.175,-2.015,14.936,0.462,5.83,
0,16.151,9.639,14.749,0.76,5.36,
0,16.608,3.015,14.816,0.698,3.725,
0.872,20.525,12.122,13.382,0.796,5.152,
0.802,22.078,16,9.525,0.766,5.826,
0.91,20.083,16.244,4.43,0.813,4.724,
10.749,18.242,15.909,1.139,0.912,5.51,
21.925,20.986,15.041,12.967,0.88,4.381,
0.148,17.01,9.479,11.052,0.882,2.59,
38.064,12.027,6.02,8.809,0.869,4.921,
0.041,11.477,1.978,9.499,0.832,2.552,
3.413,7.899,2.147,6.342,0.897,4.304,
6.307,4.438,2.459,2.099,0.907,3.872,
2.942,2.692,-0.648,3.687,0.906,4.725,
0.309,3.857,-5.641,15.94,0.641,4.52,
0,5.247,-4.358,16.522,0.555,3.04,
0.154,2.595,-5.073,4.708,0.733,3.65,
1.854,10.773,2.244,11.004,0.872,7.023,
0.038,13.772,-1.748,16.013,0.833,3.372,
1.318,18.12,9.974,5.677,0.905,7.335,
0.041,20.945,14.724,16.06,0.78,5.682,
0,23.248,11.186,16.809,0.646,3.572,
0,26.053,12.718,17.211,0.657,2.599,
0,24.704,15.896,17.698,0.699,3.954,
0.031,15.092,-0.043,11.029,0.701,5.498,
0.106,13.67,2.816,17.273,0.732,2.896,
0,18.664,4.73,18.738,0.676,3.571,
0,18.217,7.385,18.345,0.643,3.629,
0,23.457,6.795,18.275,0.611,1.867,
0,26.476,11.894,18.481,0.644,2.86,
0.158,19.966,13.031,9.043,0.638,5.379,
0,11.313,1.047,18.426,0.598,5.814,
0,14.881,-1.278,19.542,0.556,2.764,
0,21.964,6.867,19.269,0.662,4.195,
0,18.147,11.661,12.092,0.708,3.078,
0,18.544,7.167,18.758,0.589,3.74,
0,22.776,7.804,19.82,0.605,3.823,
0,19.103,7.039,20.345,0.57,3.418,
0,22.945,7.744,19.712,0.476,3.273,
0,23.269,8.986,19.57,0.658,3.839,
0,25.049,13.849,19.819,0.658,7.095,
0.062,23.764,17.635,20.537,0.543,6.336,
3.567,21.132,12.528,8.294,0.619,4.055,
2.901,23.168,12.252,19.397,0.656,4.946,
0,22.745,7.552,20.812,0.579,2.233,
0.92,23.438,10.486,18.543,0.736,1.84,
0.809,22.411,12.341,12.891,0.757,2.151,
0.273,20.938,11.814,18.123,0.786,3.083,
0,25.135,11.241,20.361,0.622,4.646,
9.026,23.424,15.66,17.114,0.667,6.332,
0,19.122,6.178,22.427,0.48,5.102,
0,13.76,3.048,20.485,0.527,4.201,
0,13.521,-1.306,22.112,0.482,2.66,
0,18.574,1.901,22.913,0.468,3.496,
0,22.74,7.633,22.847,0.587,4.606,
0,22.848,8.392,23.336,0.569,3.552,
0.021,22.735,9.756,21.616,0.635,4.794,
0.00E+00,24.321,11.44,20.323,0.685,4.051,
1.124,23.479,12.761,15.793,0.783,1.819,
0.105,27.377,12.1,21.498,0.725,2.171,
0,27.266,13.661,22.98,0.576,2.999,
0,27.186,14.111,23.466,0.511,3.496,
0,26.796,14.407,23.409,0.561,4.301,
0.669,23.405,15.24,6.491,0.722,3.709,
1.493,26.423,15.433,16.899,0.751,3.915,
0.041,29.502,17.812,19.71,0.611,5.886,
24.791,27.381,18.78,16.978,0.832,4.675,
9.345,26.701,17.487,18.211,0.858,3.383,
0.402,26.962,16.719,16.864,0.832,2.515,
0,29.052,17.548,23.282,0.78,3.041,
0.014,31.046,19.547,21.568,0.732,4.692,
0.175,20.128,10.667,23.31,0.519,4.767,
1.26,17.191,10.781,7.602,0.754,2.142,
1.428,20.343,12.312,6.878,0.845,1.331,
4.25,25.629,16.426,17.931,0.855,2.23,
0,28.552,13.219,25.268,0.746,2.854,
0,25.132,17.28,26.201,0.546,5.641,
0,21.042,6.72,26.652,0.447,2.836,
0,21.842,4.793,25.656,0.557,2.084,
0.11,23.494,8.173,22.557,0.614,3.473,
6.839,23.898,14.584,9.734,0.779,3.835,
4.013,23.541,16.609,7.203,0.868,2.999,
29.368,21.972,9.06,24.141,0.755,4.312,
0,20.368,10.728,25,0.588,3.133,
0,22.946,7.804,26.702,0.628,2.208,
0,25.582,8.528,26.577,0.517,3.783,
0,28.628,13.24,26.637,0.591,4.386,
0,27.559,14.799,26.879,0.609,3.887,
0.577,28.198,17.355,12.777,0.734,4.279,
12.061,26.201,18.899,6.943,0.783,5.323,
3.959,28.692,8.877,25.751,0.674,2.057,
0,29.835,15.987,19.729,0.585,3.722,
5.023,27.404,19.365,8.588,0.741,4.062,
13.287,25.102,17.279,14.647,0.883,3.02,
12.617,24.902,14.58,22.204,0.779,4.544,
0,25.4,11.281,28.078,0.586,2.632,
0,27.861,10.634,28.008,0.532,2.942,
0.027,30.772,18.072,21.27,0.612,5.04,
0.014,32.121,19.687,27.238,0.582,5.665,
0,30.483,19.444,23.151,0.637,5.283,
9.386,27.895,20.43,22.106,0.711,4.932,
10.143,29.841,18.26,25.53,0.832,3.379,
15.616,28.054,17.731,21.237,0.742,3.972,
0.357,30.967,15.173,27.485,0.76,1.775,
0,32.721,15.472,28.51,0.686,1.702,
0,32.404,17.719,25.71,0.595,2.475,
0.041,31.363,19.321,26.51,0.548,3.994,
0.014,32.542,21.781,27.551,0.531,6.438,
0.57,29.955,20.749,23.748,0.63,4.84,
56.7,25.687,18.746,5.523,0.911,3.89,
20.948,19.665,11.878,12.684,0.884,3.164,
0.378,23.017,10.424,25.585,0.755,3.162,
0,27.076,7.276,29.066,0.685,1.714,
0,29.654,13.511,28.231,0.565,3.082,
0,31.011,17.017,27.52,0.559,5.008,
0.069,33.216,20.593,26.869,0.551,5.568,
0,33.087,21.716,25.838,0.629,3.439,
11.179,28.976,20.023,25.513,0.815,2.931,
0.906,26.951,16.758,15.826,0.757,2.195,
1.802,25.224,14.582,12.534,0.689,2.151,
0.151,28.804,11.062,27.817,0.704,1.746,
0,34.513,14.173,26.38,0.579,1.284,
-99,-99,-99,-99,-99,-99,
4.075,26.79,19.815,16.202,0.906,2.447,
-99,-99,-99,-99,-99,-99,
18.289,28.538,19.094,27.508,0.867,1.75,
10.025,27.844,19.891,17.399,0.879,1.41,
15.401,27.19,19.582,25.834,0.907,2.293,
16.414,27.683,21.822,19.153,0.928,2.826,
6.319,30.111,22.702,21.034,0.896,2.704,
2.819,33.73,22.96,23.224,0.839,1.986,
21.974,28.392,23.426,25.086,0.927,2.681,
13.218,27.803,20.773,27.132,0.902,2.513,
11.494,32.947,22.563,28.292,0.782,4.066,
0.433,30.959,22.845,25.018,0.7,4.341,
0,32.954,17.984,29.717,0.608,1.89,
0,36.226,18.516,29.603,0.553,1.42,
0,34.206,20.031,29.441,0.539,2.102,
4.391,31.897,22.567,27.945,0.668,2.697,
10.863,30.889,21.224,27.481,0.803,2.443,
11.209,28.324,19.981,25.656,0.876,2.364,
5.332,31.431,19.986,27.721,0.797,1.286,
3.97E+00,31.052,19.56,28.549,0.767,1.649,
9.385,31.807,22.631,25.811,0.801,1.657,
5.725,32.705,23.041,27.689,0.73,1.624,
6.341,33.037,21.473,28.474,0.767,1.88,
4.91E-01,32.137,21.593,20.288,0.683,1.618,
6.89,33.675,19.912,27.575,0.741,1.391,
7.569,31.203,22.155,20.746,0.79,1.454,
9.572,31.652,21.772,27.519,0.775,2.64,
6.331,32.63,22.443,23.454,0.8,3.366,
0,37.075,25.389,24.147,0.582,3.317,
0.285,36.798,24.838,20.733,0.622,2.049,
0,36.415,23.632,28.794,0.513,3.772,
0,36.625,24.871,25.618,0.532,4.621,
7.793,34.27,23.989,23.297,0.626,2.547,
4.841,32.193,22.712,28.088,0.747,1.835,
2.19,34.886,22.518,21.796,0.716,3.287,
0.00E+00,36.946,23.469,27.167,0.509,4.727,
0.00E+00,35.146,23.468,22.936,0.483,3.98,
0,36.313,24.186,20.23,0.522,2.638,
0,35.63,21.554,23.184,0.589,2.259,
0.069,36.391,24.61,17.07,0.602,2.683,
0,36.155,23.683,27.157,0.532,3.761,
0,37.249,24.761,27.877,0.526,5.008,
0,36.792,26.643,24.118,0.481,5.958,
0,36.521,25.668,24.821,0.472,4.858,
0,37.424,23.458,28.359,0.413,3.591,
0,36.767,24.176,28.394,0.459,3.499,
0,36.589,24.051,28.314,0.476,3.906,
0,36.829,23.193,28.825,0.392,3.637,
0,38.619,23.113,28.661,0.335,2.864,
0,40.449,23.22,28.287,0.391,2.132,
0,43.038,23.996,27.676,0.413,1.98,
0.275,39.073,26.431,11.878,0.487,1.57,
0.1,37.003,22.584,11.301,0.588,0.854,
0,38.616,23.331,13.406,0.51,1.678,
0,39.119,24.742,25.866,0.486,2.571,
0,40.715,25.421,26.965,0.407,2.867,
0,40.781,25.63,26.446,0.4,2.733,
0,39.234,25.263,25.139,0.452,2.878,
0,42.118,25.926,27.253,0.398,2.957,
0,42.838,26.793,27.603,0.343,3.233,
0,43.443,26.735,27.753,0.293,2.983,
0,45.026,27.223,27.769,0.27,3.053,
0,42.54,24.658,26.263,0.297,2.146,
0,43.999,27.199,23.149,0.314,2.451,
0.754,36.969,24.296,25.756,0.416,2.831,
0.00E+00,36.078,21.003,24.065,0.399,2.084,
0.00E+00,36.726,23.287,25.262,0.401,2.864,
3.371,36.561,23.355,26.291,0.592,4.373,
0.364,34.904,24.333,9.572,0.589,3.559,
3.768,37.287,23.153,17.398,0.549,2.347,
1.734,37.333,23.733,23.082,0.485,3.053,
13.448,33.582,24.283,18.634,0.672,2.547,
8.229,31.129,23.358,19.635,0.85,1.972,
0.532,35.507,19.665,24.851,0.65,2.182,
0,36.671,19.675,25.706,0.382,2.334,
0,36.505,22.434,26.439,0.397,3.229,
0.385,35.581,25.246,20.927,0.556,4.273,
4.355,38.382,24.698,18.733,0.607,3.346,
3.131,40.553,25.588,19.276,0.56,2.425,
0.302,38.872,23.568,15.723,0.484,2.154,
0,40.794,20.248,24.637,0.379,2.021,
1.991,36.148,23.583,6.47,0.52,2.045,
0.007,35.508,22.167,20.832,0.469,2.528,
0.072,33.761,22.772,13.889,0.484,2.728,
0.065,32.808,20.924,17.813,0.596,2.645,
1.514,32.706,22.595,17.373,0.669,3.077,
0.934,36.988,23.592,21.458,0.539,2.761,
0,35.909,24.919,18.969,0.396,2.853,
0.355,36.288,23.27,12.732,0.487,1.759,
3.272,29.989,17.976,19.909,0.655,4.56,
0,29.243,14.635,24.583,0.351,3.128,
0.00E+00,32.582,14.721,24.657,0.325,2.508,
0.00E+00,32.974,18.488,22.413,0.411,2.858,
1.38,30.233,22.033,7.887,0.531,3.239,
11.67,28.337,19.649,12.103,0.894,2.155,
8.26,32.612,21.095,13.454,0.84,1.842,
16.461,32.204,22.053,20.38,0.812,2.067,
30.466,27.603,22.276,12.696,0.912,1.972,
43.772,23.99,21.153,1.391,0.956,1.566,
6.427,26.964,19.295,16.25,0.895,2.09,
1.979,31.546,15.279,23.131,0.687,2.312,
4.733,29.267,20.652,22.023,0.725,2.534,
0.809,32.869,23.345,17.408,0.708,4.359,
6.419,30.05,24.524,14.935,0.718,5.147,
0.778,32.041,17.769,22.647,0.54,2.327,
0,32.691,18.425,19.88,0.412,2.188,
0,32.662,20.9,17.138,0.442,2.335,
0,36.564,22.244,17.353,0.548,2.589,
0.912,34.149,24.389,14.054,0.575,2.749,
4.66,34.018,22.29,16.521,0.748,2.985,
0.984,33.206,22.101,19.724,0.631,3.399,
3.227,32.695,22.598,20.219,0.652,3.583,
4.268,31.223,22.403,17.39,0.749,2.84,
12.758,27.98,22.235,15.292,0.882,2.959,
5.389,30.836,21.924,17.993,0.842,3.15,
0.3,33.763,22.335,19.298,0.703,3.56,
0,34.595,23.815,20.219,0.627,5.11,
0,35.026,24.296,19.56,0.555,5.327,
0.297,34.521,25.281,16.039,0.581,5.587,
0.318,35.417,24.41,18.953,0.576,4.496,
4.376,32.905,24.521,19.105,0.616,4.313,
0.726,35.028,24.127,18.847,0.634,5.569,
0,34.673,24.562,19.244,0.542,5.582,
4.065,32.411,24.947,16.739,0.603,5.115,
1.298,35.114,24.838,17.968,0.61,5.506,
0,35.779,25.084,19.252,0.535,6.666,
17.719,32.27,22.448,9.178,0.735,4.14,
3.662,25.565,17.118,8.523,0.829,2.911,
15.089,21.833,14.521,2.651,0.807,4.059,
0.326,21.181,11.975,8.614,0.853,2.402,
2.352,20.396,15.798,4.352,0.842,1.923,
0.484,24.04,17.089,7.457,0.886,2.17,
0.137,29.269,15.828,15.582,0.813,1.567,
0.776,24.392,17.09,6.916,0.754,2.605,
5.239,21.896,7.724,3.3,0.88,4.476,
2.379,15.236,5.552,17.316,0.732,3.372,
0,22.041,6.266,18.992,0.706,2.514,
0,22.503,6.968,18.964,0.519,2.388,
0,22.824,6.949,18.885,0.64,2.084,
0,28.287,11.21,17.875,0.58,1.588,
0,26.009,11.727,17.817,0.535,2.307,
0,25.429,10.423,17.901,0.559,2.289,
0,24.391,11.783,17.714,0.617,2.391,
0,24.014,11.513,15.096,0.588,2.561,
3.571,18.607,14.555,2.691,0.773,3.769,
6.952,22.578,16.913,7.046,0.932,2.207,
0.539,22.17,16.101,13.594,0.805,4.319,
0,21.012,10.894,17.051,0.69,3.74,
0.058,20.281,11.374,10.05,0.71,2.773,
0.086,24.005,8.565,15.751,0.683,1.545,
0,24.673,11.251,16.801,0.674,2.586,
0,27.36,11.955,16.542,0.703,2.019,
0,25.631,12.258,15.975,0.722,1.373,
0,24.354,13.352,16.072,0.693,3.209,
0,25.091,11.604,15.976,0.694,2.17,
0.246,21.325,15.446,4.859,0.732,2.386,
0.206,23.465,15.673,7.077,0.748,2.602,
53.482,19.482,16.71,1.708,0.88,3.045,
2.281,18.511,9.813,1.855,0.86,4.474,
0.215,18.152,5.065,12.134,0.841,1.952,
3.842,18.321,11.886,2.06,0.912,3.622,
4.332,19.046,15.423,1.673,0.953,2.086,
0.551,17.589,10.984,13.904,0.821,3.245,
2.208,13.659,10.766,4.379,0.886,3.674,
20.055,13.384,3.061,10.116,0.871,4.79,
2.001,5.967,3.337,2.39,0.904,3.051,
0.707,3.21,-5.005,9.811,0.553,6.395,
0,3.763,-1.626,4.098,0.45,2.387,
0,17.349,0.259,12.269,0.769,3.437,
0.094,22.606,12.242,11.629,0.831,4.592,
0,24.537,8.514,13.33,0.778,2.293,
0,21.365,15.744,12.029,0.741,4.52,
0.926,14.672,9.028,3.07,0.712,4.277,
1.192,17.733,10.927,12.808,0.797,4.047,
0,18.078,4.84,13.928,0.723,2.546,
12.023,16.504,10.816,4.33,0.897,3.212,
2.877,17.47,9.876,1.281,0.949,3.658,
20.865,8.993,6.072,1.627,0.934,5.495,
35.584,9.029,6.59,2.199,0.947,3.988,
1.201,8.25,6.795,2.472,0.889,4.574,
0.535,8.28,5.006,4.452,0.854,2.835,
0.048,12.369,3.35,11.901,0.853,1.863,
0,15.203,1.867,13.61,0.811,1.9,
0,17.786,3.975,12.95,0.815,2.095,
0,12.264,5.883,13.055,0.751,4.295,
0,9.894,2.813,12.024,0.661,4.812,
0,11.583,1.052,12.988,0.784,2.401,
0,13.668,3.198,11.806,0.707,2.117,
0,13.225,3.343,8.911,0.727,2.456,
0,10.898,5.336,2.77,0.675,3.581,
5.26,14.875,7.872,2.091,0.837,5.167,
7.896,16.233,14.135,1.795,0.953,2.552,
9.862,13.918,5.339,6.942,0.882,3.848,
0.206,6.488,2.466,6.234,0.735,5.311,
0.055,7.384,-1.207,6.88,0.661,2.413,
0.694,10.015,0.42,12.001,0.732,2.5,
0,11.57,1.48,12.379,0.782,2.513,
3.599,7.464,3.226,3.112,0.869,2.73,
4.662,8.638,7.055,1.789,0.955,2.635,
1.2,13.365,7.825,5.078,0.934,1.432,
0.356,13.025,7.468,2.518,0.944,1.045,
17.63,10.953,5.386,1.225,0.92,4.242,
0.058,10.025,0.622,11.371,0.821,2.085,
0,12.271,2.271,10.323,0.853,1.608,
0.01,12.108,4.808,7.865,0.878,2.691,
1.878,8.854,3.511,3.693,0.81,4.902,
19.171,7.184,3.812,1.013,0.912,5.972,
-99,-99,-99,-99,-99,-99,
-99,-99,-99,-99,-99,-99,
-99,-99,-99,-99,-99,-99,
-99,-99,-99,-99,-99,-99,
-99,-99,-99,-99,-99,-99,
-99,-99,-99,-99,-99,-99,
-99,-99,-99,-99,-99,-99,
-99,-99,-99,-99,-99,-99,
0,9.839,1.421,11.597,0.79,3.519,
0,10.473,-1.311,12.778,0.672,3.229,
5.433,9.502,4.896,2.595,0.876,5.116,
0.539,6.692,1.234,9.553,0.84,4.394,
0.213,7.4,0.882,7.863,0.881,2.921,
0.463,16.036,4.227,10.601,0.885,5.142,
0.203,13.293,7.627,10.261,0.837,3.5,
1.401,9.487,5.921,7.535,0.879,3.853,
16.826,9.055,5.995,3.301,0.916,4.906,
0.017,5.858,0.134,10.167,0.764,4.854,
0,7.519,-2.649,13.397,0.682,3.181,
0,13.474,-0.287,13.512,0.648,3.323,
0.045,10.585,4.378,4.656,0.885,2.874,
1.471,11.88,8.998,3.421,0.907,4.842,
2.596,13.555,10.918,2.57,0.942,2.573,
1.471,12.922,11.289,2.826,0.939,2.657,
6.367,10.997,7.299,2.433,0.925,3.462,
17.417,7.52,1.121,4.981,0.905,4.788,
0.391,6.808,-3.014,13.498,0.674,4.629,
0,7.552,-2.512,14.164,0.651,3.584,
0,8.125,-4.201,14.08,0.748,2.567,
0,4.532,-1.312,14.672,0.675,5.759,
0,11.434,-1.948,14.362,0.603,4.571,
1.102,11.77,6.125,2.805,0.833,5.524,
0.137,10.267,-1.391,5.924,0.772,5.328,
0.161,10.455,-2.366,13.611,0.825,2.575,
0,17.299,1.473,14.517,0.819,3.614,
0,19.91,6.717,14.506,0.83,3.385,
0.395,21.21,15.079,13.826,0.748,7.523,
0,17.56,6.352,15.098,0.58,3.247,
0,16.431,5.232,12.359,0.551,3.405,
2.101,15.936,10.054,3.169,0.809,4.697,
0.086,21.054,7.44,14.121,0.77,2.626,
0,21.896,8.074,15.313,0.738,2.362,
0.161,16.685,11.746,8.792,0.877,3.644,
1.281,12.358,8.603,3.412,0.883,4.108,
2.275,10.233,7.648,3.059,0.867,4.647,
1.651,14.718,3.333,14.454,0.809,5.035,
0,17.578,6.277,16.393,0.612,4.348,
0,11.727,1.729,16.697,0.564,4.051,
0,16.636,3.454,16.117,0.704,4.234,
0.398,20.867,11.545,11.099,0.803,5.841,
0,24.726,11.256,15.815,0.785,2.358,
0.202,23.584,13.485,15.055,0.818,3.177,
0.191,22.271,13.945,12.386,0.767,5.631,
16.096,19.484,13.683,14.969,0.805,4.771,
1.439,13.956,4.696,8.333,0.802,5.739,
0.247,5.039,0.609,11.043,0.715,5.13,
0.027,9.38,-2.092,17.176,0.696,3.132,
0.07,9.178,-0.056,9.385,0.749,2.785,
32.29,6.006,3.439,2.421,0.935,3.875,
0.384,10.997,2.8,10.85,0.902,2.975,
1.06,13.412,6.034,14.892,0.833,2.823,
0,12.607,3.463,12.806,0.782,2.449,
5.493,9.559,6.387,4.164,0.898,3.709,
1.727,10.962,7.674,4.612,0.939,3.372,
14.507,12.208,8.998,3.137,0.95,3.593,
6.892,13.485,11.612,1.719,0.965,2.26,
8.609,15.297,8.817,8.428,0.877,6.011,
0.003,13.269,3.968,18.883,0.705,5.063,
0,15.987,2.561,19.533,0.765,2.151,
0,17.236,5.151,19.006,0.773,2.578,
0,19.001,7.1,19.641,0.713,2.522,
0,20.283,4.703,20.202,0.635,1.807,
0,21.439,6,20.047,0.591,1.807,
0,20.245,8.052,19.456,0.655,2.594,
0.07,19.842,10.107,18.829,0.64,2.746,
0,20.085,11.107,19.733,0.647,3.417,
0.275,14.772,5.965,8.139,0.734,4.42,
0.651,11.29,4.522,11.606,0.731,2.46,
0,16.044,1.196,18.371,0.712,1.216,
0,17.474,4.418,20.715,0.694,2.311,
0,19.683,7.425,20.861,0.708,5.362,
2.157,16.666,14.629,4.368,0.866,5.005,
2.169,17.582,15.418,3.977,0.911,5.016,
68.364,17.658,11.032,9.178,0.884,5.679,
0.045,17.007,7.675,18.051,0.682,5.259,
0,22.661,6.342,20.762,0.701,1.995,
0,25.08,11.497,21.641,0.678,3.046,
0,23.489,13.494,19.962,0.758,3.246,
0,24.838,12.888,21.876,0.761,2.484,
9.168,20.94,9.326,10.749,0.793,5.713,
0.022,15.417,5.013,22.529,0.617,5.473,
0,17.572,4.518,22.934,0.578,2.706,
0.021,14.037,6.745,9.265,0.68,3.198,
0.022,20.021,1.376,21.679,0.738,1.755,
0.069,21.875,8.678,21.572,0.64,3.87,
6.52,11.463,-0.011,3.977,0.82,5.464,
0.728,7.612,-1.121,20.735,0.692,5.563,
0,15.531,-4.108,24.673,0.466,2.373,
0,22.675,2.241,24.251,0.643,3.015,
2.108,17.833,6.513,8.371,0.653,5.298,
0.213,12.987,-0.428,23.39,0.59,2.763,
0,14.766,-0.337,25.324,0.526,2.729,
0,17.142,0.515,24.68,0.515,2.53,
3.971,17.544,4.04,24.381,0.726,3.09,
0.003,18.691,5.159,24.227,0.686,2.978,
1.245,21.832,8.001,20.659,0.755,1.983,
0.098,24.499,11.303,24.619,0.546,2.331,
0,25.239,13.405,24.749,0.55,4.065,
0,28.37,9.32,24.961,0.646,3.758,
0.137,29.53,16.958,24.961,0.589,6.283,
1.392,25.877,16.268,9.171,0.741,5.063,
0.026,17.991,10.115,14.018,0.488,6.165,
0,23.844,9.889,24.687,0.534,4.947,
0,26.259,5.242,26.078,0.639,2.06,
0,30.824,11.091,25.945,0.625,1.821,
0,34.022,15.889,26.039,0.525,2.865,
0.00E+00,33.151,16.561,26.4,0.47,3.616,
0.00E+00,32.882,16.348,25.604,0.463,3.61,
3.21,27.759,16.077,19.7,0.664,4.251,
0.165,22.988,11.55,25.89,0.617,3.605,
0.00E+00,28.756,8.088,27.21,0.525,2.375,
0,26.655,12.332,27.06,0.561,3.299,
0,28.142,10.848,26.918,0.61,2.14,
0,30.79,10.059,27.326,0.499,1.902,
0.00E+00,32.782,11.621,27.4,0.561,1.384,
0.00E+00,30.001,16.582,27.123,0.558,2.537,
0,32.653,14.676,26.941,0.463,2.521,
0,30.798,18.076,27.059,0.365,3.608,
2.276,26.388,15.883,13.059,0.605,3.348,
6.733,31.953,17.671,19.083,0.794,3.915,
2.843,30.896,20.081,24.655,0.636,4.689,
5.39,26.552,16.886,12.204,0.824,2.775,
0.007,30.546,15.867,25.562,0.699,2.641,
0.103,28.633,15.563,24.87,0.659,2.789,
2.872,25.726,13.665,24.83,0.72,2.493,
7.182,25.092,17.703,24.428,0.87,2.119,
0.755,32.303,12.638,23.845,0.703,0.827,
7.969,26.832,15.53,25.324,0.766,1.834,
5.615,29.634,16.597,27.454,0.815,1.837,
6.739,28.996,16.526,26.422,0.753,1.787,
0.494,32.243,15.408,22.089,0.735,1.38,
0.419,34.228,18.123,18.028,0.678,1.884,
6.561,32.857,18.517,18.916,0.719,1.617,
23.092,27.251,15.633,24.819,0.861,1.533,
5.414,31.71,17.712,24.702,0.815,1.665,
0.336,35.971,20.655,27.214,0.611,2.802,
0,34.641,20.508,25.332,0.497,3.797,
2.163,32.248,20.466,22.28,0.657,3.739,
0.185,34.683,20.64,26.522,0.632,3.638,
4.436,33.522,21.696,26.471,0.61,2.248,
4.758,34.706,19.478,21.212,0.732,2.784,
5.96,29.825,20.539,21.261,0.818,2.887,
9.812,29.895,19.657,26.245,0.808,2.949,
5.157,31.748,19.883,27.065,0.728,4.377,
0.154,33.481,22.29,25.42,0.588,5.578,
4.377,30.388,22.062,21.895,0.715,5.106,
11.433,27.819,20.556,11.871,0.794,3.227,
11.694,28.826,17.943,22.172,0.847,2.479,
6.791,30.83,20.339,25.657,0.814,2.182,
1.847,33.247,20.363,26.239,0.739,3.74,
2.36E+00,31.397,21.088,27.745,0.635,3.56,
1.466,34.023,19.499,20.971,0.742,2.329,
4.127,30.386,16.536,26.164,0.625,3.955,
0,31.533,15.607,29.99,0.482,2.507,
0,32.396,14.795,30.155,0.475,2.221,
0,32.853,18.577,21.456,0.509,2.265,
2.26E+00,33.34,19.776,24.021,0.62,2.324,
8.974,29.873,20.654,9.46,0.822,2.013,
27.117,29.103,20.967,17.798,0.894,3.554,
22.795,26.319,21.125,19.321,0.942,2.655,
87.115,29.484,22.628,13.004,0.916,1.66,
14.184,30.068,22.631,22.903,0.893,1.438,
1.016,37.136,21.018,20.592,0.73,1.294,
0.645,36.412,21.979,15.335,0.661,1.803,
13.568,33.692,20.144,21.393,0.843,1.942,
5.589,34.403,21.905,27.946,0.793,1.718,
4.031,37.702,20.644,27.153,0.702,1.34,
0,36.235,22.572,28.284,0.662,2.469,
0.007,34.614,25.117,18.989,0.634,4.669,
0.041,35.874,23.382,28.531,0.619,3.077,
0.872,36.569,22.944,28.17,0.647,3.242,
4.065,38.067,23.731,28.012,0.671,2.238,
6.856,34.806,21.959,17.889,0.733,1.183,
0,36.188,21.658,27.658,0.59,2.357,
0,34.079,20.859,29.764,0.462,3.807,
